Geneid	R4C-rep1	R4C-rep2	R4C-rep3	R4S-rep1	R4S-rep2	R4S-rep3	ROP2-rep1	ROW2-rep1
gene:Solyc02g068700.3	886	974	926	1139	944	1025	1143	833
gene:Solyc02g068690.3	909	1003	1104	986	758	929	2467	2421
gene:Solyc02g068680.1	398	388	394	84	273	207	866	975
gene:Solyc02g068670.3	63	57	64	14	48	18	100	182
gene:Solyc02g068660.3	162	148	209	107	88	194	4	6
gene:Solyc02g068650.2	577	777	595	596	579	555	796	826
gene:Solyc02g068640.3	2239	2090	2131	1556	1645	1700	3139	3256
gene:Solyc02g068630.1	132	203	84	104	192	222	96	176
gene:Solyc02g068620.1	0	3	0	4	0	0	62	22
gene:Solyc02g068615.1	64	79	38	62	73	25	4	50
gene:Solyc02g068610.2	387	376	380	257	290	250	164	310
gene:Solyc02g068600.3	890	925	779	679	566	500	466	705
gene:Solyc02g068590.3	1700	1785	2103	1748	1226	1399	4281	6672
gene:Solyc02g068580.1	1728	1915	1682	2013	2256	2071	2489	3636
gene:Solyc02g068560.3	3560	3738	3890	3677	3352	3700	3454	7953
gene:Solyc02g068550.2	355	324	464	570	612	735	587	888
gene:Solyc02g068540.2	98	75	151	71	77	76	231	107
gene:Solyc02g068530.4	2065	2512	2064	2343	2000	1967	2225	1399
gene:Solyc02g068510.2	26	82	19	48	68	60	724	558
gene:Solyc02g068500.3	1824	2027	1805	1524	1479	1551	2245	1808
gene:Solyc02g068490.4	1891	2215	2659	2272	1609	1571	3756	4914
gene:Solyc02g068485.1	0	4	0	1	0	0	0	0
gene:Solyc02g068480.3	2269	2306	1926	1960	1966	1905	2313	2831
gene:Solyc02g068460.1	0	0	0	0	0	0	10	0
gene:Solyc02g068450.3	1841	1964	1788	1864	1974	1816	1970	1259
gene:Solyc02g068440.3	309	441	456	449	418	467	530	490
gene:Solyc02g068430.4	3253	3421	3906	3898	3191	2835	4113	4195
gene:Solyc02g068420.4	4745	5066	5172	5583	5044	4811	11021	14925
gene:Solyc02g068415.1	0	0	0	0	4	0	0	0
gene:Solyc02g068410.3	0	6	0	0	2	0	10	8
gene:Solyc02g068400.3	292	361	570	894	192	54	5015	820
gene:Solyc02g068390.3	763	765	763	622	578	594	488	599
gene:Solyc02g068380.3	3643	3680	4340	2772	2136	1844	2919	3492
gene:Solyc02g068370.3	1274	1543	1646	1304	1113	1137	1412	1813
gene:Solyc02g068360.4	695	626	726	549	494	509	1575	1289
gene:Solyc02g068350.1	525	561	473	375	480	491	46	152
gene:Solyc02g068340.3	5916	6492	5981	6524	6222	6202	4818	7404
gene:Solyc02g068330.2	18	8	11	16	11	13	2	9
gene:Solyc02g068315.1	771	833	1156	883	714	595	1127	832
gene:Solyc02g068310.4	276	275	238	331	214	261	403	701
gene:Solyc02g068300.3	581	604	682	528	667	620	466	528
gene:Solyc02g068295.1	0	0	0	0	0	0	0	0
gene:Solyc02g068290.2	316	304	302	343	283	298	768	681
gene:Solyc02g068280.4	1627	1547	1482	954	1087	1232	9167	1788
gene:Solyc02g068270.4	667	693	1098	741	766	841	780	726
gene:Solyc02g068260.3	97	106	110	120	122	158	232	190
gene:Solyc02g068250.4	40	47	21	23	22	14	245	33
gene:Solyc02g068240.4	804	691	993	1024	553	583	1341	859
gene:Solyc02g068230.3	1537	1666	1789	1798	1394	1496	2912	1724
gene:Solyc02g068220.1	2	0	2	0	2	6	0	1
gene:Solyc02g068210.1	2	0	0	0	2	0	0	0
gene:Solyc02g068200.1	295	212	398	150	92	142	599	361
gene:Solyc02g068195.1	2	21	19	6	9	3	2	7
gene:Solyc02g068190.1	138	430	356	253	156	28	37	44
gene:Solyc02g068180.3	831	1018	1184	934	921	758	836	892
gene:Solyc02g068170.1	0	0	2	0	0	0	0	2
gene:Solyc02g068160.1	44	64	67	28	36	37	0	2
gene:Solyc02g068150.4	3303	3582	3360	3423	2680	2372	2102	1684
gene:Solyc02g068140.3	186	224	334	252	176	138	22	28
gene:Solyc02g068130.4	2837	3323	3409	2569	1991	1780	4055	3349
gene:Solyc02g068120.3	1000	1287	1435	1154	1270	1223	1424	652
gene:Solyc02g068110.4	935	1121	1061	1595	1319	1332	1240	1495
gene:Solyc02g068100.3	5782	6727	6566	5752	5334	5201	9579	11412
gene:Solyc02g068090.3	4353	4011	4009	4093	4512	4619	1582	774
gene:Solyc02g068080.3	1998	1623	3530	1886	1219	1465	2730	1921
gene:Solyc02g068070.4	2718	3360	3249	2963	3076	2584	276	2594
gene:Solyc02g068060.3	1743	1939	1866	1563	1354	1494	1133	1551
gene:Solyc02g068050.4	2129	2537	2764	2088	1703	1912	1506	2065
gene:Solyc02g068040.3	176	145	874	104	34	19	304	842
gene:Solyc02g068020.1	0	0	0	0	0	0	0	0
gene:Solyc02g068010.4	602	539	738	610	529	352	1208	1238
gene:Solyc02g068000.2	398	529	425	557	466	475	1339	1628
gene:Solyc02g067990.3	2813	2962	2864	2893	2338	2483	1849	2717
gene:Solyc02g067980.3	1630	1820	1962	1978	1726	1894	2920	2937
gene:Solyc02g067970.4	616	722	557	663	750	835	368	129
gene:Solyc02g067960.3	246	345	344	308	289	326	394	513
gene:Solyc02g067950.4	438	524	418	584	848	976	118	42
gene:Solyc02g067935.1	0	0	0	0	0	0	0	0
gene:Solyc02g067930.3	2338	2912	2012	1980	1885	1740	1154	1934
gene:Solyc02g067920.4	756	785	821	720	702	838	684	699
gene:Solyc02g067910.1	512	575	490	649	649	651	701	776
gene:Solyc02g067905.1	0	0	2	0	0	0	0	0
gene:Solyc02g067900.3	1104	1137	1159	963	885	926	1883	1440
gene:Solyc02g067890.3	1805	1913	1621	2129	1895	2029	4887	8687
gene:Solyc02g067880.3	0	2	10	21	17	2	7	6
gene:Solyc02g067870.3	24	25	38	38	11	13	65	22
gene:Solyc02g067860.4	1052	1291	2126	2213	1328	1042	3683	3542
gene:Solyc02g067850.2	101	74	118	72	114	86	33	25
gene:Solyc02g067840.3	3267	4081	6158	6273	1966	1373	1930	2212
gene:Solyc02g067830.3	353	416	399	409	418	363	322	694
gene:Solyc02g067820.4	2893	3242	4306	3386	2226	2178	4704	4995
gene:Solyc02g067810.1	106	174	90	137	154	160	196	191
gene:Solyc02g067800.4	65	85	91	183	234	211	1267	4910
gene:Solyc02g067790.4	18	62	174	226	19	10	1894	313
gene:Solyc02g067780.3	56	62	69	56	27	50	94	120
gene:Solyc02g067770.3	20	19	13	20	24	6	10	33
gene:Solyc02g067760.4	0	0	2	20	0	0	10925	4768
gene:Solyc02g067750.4	4	0	672	106	0	6	2656	19310
gene:Solyc02g067740.4	1373	1553	2405	2331	883	821	1128	1084
gene:Solyc02g067730.2	0	0	0	0	0	0	0	0
gene:Solyc02g067720.1	0	0	0	0	0	0	0	0
gene:Solyc02g067710.3	97	131	226	161	94	181	159	321
gene:Solyc02g067700.1	14	38	17	16	4	20	27	27
gene:Solyc02g067690.3	344	322	584	372	214	466	948	190
gene:Solyc02g067680.1	318	275	305	296	279	417	60	112
gene:Solyc02g067670.4	3368	3966	4291	4326	3694	3409	4036	7898
gene:Solyc02g067660.4	2235	1825	2800	1072	2428	3114	8	60
gene:Solyc02g067655.1	29	22	54	43	26	36	2	0
gene:Solyc02g067650.3	0	0	2	0	0	6	0	2
gene:Solyc02g067640.3	0	0	0	0	0	0	0	0
gene:Solyc02g067630.3	0	0	0	0	0	0	0	0
gene:Solyc02g067620.3	654	830	921	889	753	778	1524	2285
gene:Solyc02g067605.1	245	211	335	26	169	171	14	27
gene:Solyc02g067600.1	164	193	125	58	72	186	0	0
gene:Solyc02g067590.2	0	0	0	0	0	0	0	0
gene:Solyc02g067580.3	1686	2019	1181	2374	2583	2471	2628	5488
gene:Solyc02g067570.3	3848	3987	4540	4966	4372	4258	5464	8706
gene:Solyc02g067560.1	486	484	605	525	553	704	705	1373
gene:Solyc02g067550.2	54	63	54	87	86	94	39	15
gene:Solyc02g067540.3	1809	2065	2293	2293	1963	1700	1693	1640
gene:Solyc02g067530.4	1325	1668	2534	2370	1432	1115	1576	1581
gene:Solyc02g067520.4	482	544	479	818	763	669	1060	1809
gene:Solyc02g067510.3	2	10	14	6	0	4	72	28
gene:Solyc02g067490.3	14	20	24	22	10	10	20	2
gene:Solyc02g067480.3	629	722	636	652	548	596	227	456
gene:Solyc02g067470.4	394	507	563	430	450	459	935	1444
gene:Solyc02g067460.3	17956	20557	19272	19123	15693	15406	14005	9935
gene:Solyc02g067450.4	2	1	14	2	0	0	953	430
gene:Solyc02g067440.3	275	424	278	528	652	663	1010	3548
gene:Solyc02g067430.3	0	0	24	0	0	0	2	0
gene:Solyc02g067420.3	990	1302	1509	1352	1074	906	1191	1220
gene:Solyc02g067410.2	0	2	0	0	0	0	0	0
gene:Solyc02g067400.3	0	0	0	0	0	0	1	0
gene:Solyc02g067390.3	829	996	1105	949	825	715	2281	1611
gene:Solyc02g067380.4	28	59	76	54	48	32	194	88
gene:Solyc02g067370.4	3560	3717	3713	3164	3013	2766	8943	8956
gene:Solyc02g067360.3	1402	1604	1920	1125	824	1193	212	206
gene:Solyc02g067350.3	0	12	2	0	2	0	28	8
gene:Solyc02g067340.4	1160	1058	1186	764	725	907	687	794
gene:Solyc02g067330.1	0	0	0	0	0	0	93	47
gene:Solyc02g067320.3	2369	2287	2834	2195	2024	1970	734	796
gene:Solyc02g067310.4	1650	1904	2269	2225	1754	1632	502	589
gene:Solyc02g067300.2	63	63	59	76	57	54	49	124
gene:Solyc02g067290.3	177	186	130	192	201	169	176	436
gene:Solyc02g067280.1	155	117	165	150	135	160	49	289
gene:Solyc02g067270.3	198	184	258	263	248	245	146	510
gene:Solyc02g067250.3	199	212	199	157	158	167	1406	429
gene:Solyc02g067240.3	2	0	0	8	0	0	0	15
gene:Solyc02g067230.3	731	983	443	475	303	184	761	456
gene:Solyc02g067220.4	14	4	16	2	6	0	18	14
gene:Solyc02g067210.3	6609	7756	7221	5648	5713	6139	7614	9753
gene:Solyc02g067200.4	200	250	213	291	216	232	321	671
gene:Solyc02g067190.4	4	0	0	0	0	0	0	5
gene:Solyc02g067180.3	8142	8625	7477	12931	12607	12085	9437	53181
gene:Solyc02g067150.4	0	0	2	0	0	0	0	1
gene:Solyc02g067160.4	274	209	456	359	363	447	1018	863
gene:Solyc02g067120.4	1671	1852	1737	1651	1714	1486	1341	1111
gene:Solyc02g067107.1	249	342	295	313	222	272	151	183
gene:Solyc02g067103.1	107	88	81	67	93	63	32	57
gene:Solyc02g067100.3	1424	1590	1106	1221	1522	1647	408	350
gene:Solyc02g067090.4	3377	3879	4855	3473	2823	2804	8415	9844
gene:Solyc02g067085.1	43	52	43	69	67	62	31	84
gene:Solyc02g067080.4	4139	4870	5745	6720	4785	4805	4346	4173
gene:Solyc02g067070.4	1113	1216	1269	1251	879	772	1511	1767
gene:Solyc02g067060.3	1109	1224	1440	1460	1225	1244	2693	2005
gene:Solyc02g067050.3	381	377	469	759	529	188	541	424
gene:Solyc02g067040.3	233	273	165	198	192	225	672	658
gene:Solyc02g067030.4	2823	2884	2815	3737	3300	3169	5760	5351
gene:Solyc02g067020.1	0	8	2	2	0	2	0	0
gene:Solyc02g067015.1	10	14	34	12	6	6	5	15
gene:Solyc02g067010.3	329	520	591	514	401	423	184	463
gene:Solyc02g066997.1	8	24	37	11	12	12	12	20
gene:Solyc02g066993.1	6	20	77	4	11	14	17	6
gene:Solyc02g066990.2	26	42	44	64	22	74	76	52
gene:Solyc02g066980.1	299	337	360	367	257	301	76	33
gene:Solyc02g066970.1	958	844	1065	487	583	646	158	45
gene:Solyc02g066960.3	16	62	44	42	29	21	10	0
gene:Solyc02g066950.4	4247	4054	5041	3313	2839	2993	522	455
gene:Solyc02g066940.4	4532	4293	6103	6579	5045	5154	7697	11267
gene:Solyc02g066930.3	779	1138	969	1279	1387	1226	1080	1890
gene:Solyc02g066920.3	201	138	218	244	293	312	28	44
gene:Solyc02g066910.3	1661	1991	2804	2695	1346	1303	1071	1289
gene:Solyc02g066905.1	0	0	0	0	0	0	0	0
gene:Solyc02g066900.3	0	0	0	0	0	0	0	0
gene:Solyc02g066890.2	0	0	0	0	0	0	0	0
gene:Solyc02g066880.2	0	0	0	0	0	0	0	0
gene:Solyc02g066857.1	5	8	6	14	8	2	0	0
gene:Solyc02g066855.1	4	6	4	6	0	0	0	0
gene:Solyc02g066853.1	0	0	0	0	0	0	0	0
gene:Solyc02g066850.1	0	0	0	0	0	0	0	0
gene:Solyc02g066840.2	0	0	0	0	0	0	0	0
gene:Solyc02g066830.4	54	105	60	150	141	111	269	394
gene:Solyc02g066807.1	0	1	13	12	12	9	29	22
gene:Solyc02g066803.1	370	442	418	410	442	468	274	201
gene:Solyc02g066800.3	53	76	81	243	109	72	14	2
gene:Solyc02g150126.1	13	6	14	40	18	13	6	2
gene:Solyc02g065800.3	0	0	18	0	0	0	0	1
gene:Solyc02g065790.3	906	972	929	855	902	936	1967	2084
gene:Solyc02g065780.1	353	425	493	548	307	247	478	385
gene:Solyc02g065765.1	4786	4743	5595	4611	3517	3885	3338	3911
gene:Solyc02g065760.3	31	24	6	30	19	10	0	10
gene:Solyc02g065757.1	2	0	0	0	0	0	0	0
gene:Solyc02g065753.1	0	0	0	0	0	0	0	15
gene:Solyc02g065750.3	0	0	0	0	0	0	0	157
gene:Solyc02g065740.3	0	0	0	0	0	2	56	0
gene:Solyc02g065730.2	129	118	117	108	60	56	0	0
gene:Solyc02g065720.3	251	232	347	344	212	266	1160	674
gene:Solyc02g065710.3	8	30	24	52	34	30	0	0
gene:Solyc02g065700.3	463	394	502	343	215	227	896	946
gene:Solyc02g065690.3	114	138	283	214	173	199	291	355
gene:Solyc02g065680.3	3117	3133	3213	4068	2911	2668	5351	3271
gene:Solyc02g065670.3	409	632	699	988	279	103	117	13
gene:Solyc02g065660.4	959	1156	890	890	739	620	1022	1655
gene:Solyc02g065650.1	358	400	530	305	250	266	684	540
gene:Solyc02g065640.3	0	0	0	2	0	0	34	0
gene:Solyc02g065630.4	2913	3303	3256	2206	2184	2215	2968	3390
gene:Solyc02g065620.3	525	653	986	758	558	431	786	1167
gene:Solyc02g065610.3	49	68	220	106	47	27	92	39
gene:Solyc02g065600.3	8	8	14	0	2	0	325	206
gene:Solyc02g065590.3	102	150	446	328	91	90	50	228
gene:Solyc02g065580.3	1117	1205	1130	835	902	950	2104	1758
gene:Solyc02g065570.1	466	375	466	199	84	244	127	20
gene:Solyc02g065560.1	220	229	160	186	273	286	94	267
gene:Solyc02g065550.4	3513	2991	3298	629	1277	1374	1683	1086
gene:Solyc02g065540.3	513	559	663	522	619	509	992	763
gene:Solyc02g065530.4	58	63	86	144	116	103	12	0
gene:Solyc02g065520.1	122	174	129	97	152	204	194	243
gene:Solyc02g065510.1	284	303	289	290	287	302	217	742
gene:Solyc02g065500.4	2739	2901	2658	2838	3046	3004	1390	3864
gene:Solyc02g065490.4	144	133	168	111	89	84	0	0
gene:Solyc02g065480.2	133	137	128	91	119	130	4	2
gene:Solyc02g065470.1	1176	1246	1716	2300	1722	1732	474	383
gene:Solyc02g065440.3	0	0	6	3	4	2	2	4
gene:Solyc02g065430.1	458	400	289	158	127	189	201	14
gene:Solyc02g065420.3	117	160	125	215	140	117	2787	3822
gene:Solyc02g065410.3	445	453	548	577	362	287	530	1871
gene:Solyc02g065400.3	18132	17051	20095	37595	30346	28829	4633	3320
gene:Solyc02g065380.3	1592	1780	1892	1322	1390	1473	3526	2781
gene:Solyc02g065370.3	2047	2114	1575	1892	1774	1856	3280	3366
gene:Solyc02g065360.4	807	903	923	503	558	721	1171	1598
gene:Solyc02g065350.3	1011	1147	909	1109	1261	1195	581	637
gene:Solyc02g065340.3	0	7	12	6	10	6	0	0
gene:Solyc02g065330.1	29	35	35	35	17	19	14	10
gene:Solyc02g065320.2	42	25	40	14	4	21	13	12
gene:Solyc02g065310.1	62	56	65	24	46	65	29	26
gene:Solyc02g065300.1	9246	10336	8684	7513	8234	8081	7706	12312
gene:Solyc02g065290.1	178	230	163	214	192	124	14	80
gene:Solyc02g065280.3	695	591	571	685	526	654	2	72
gene:Solyc02g065270.1	0	0	0	0	0	0	0	0
gene:Solyc02g065260.4	0	0	0	0	0	0	0	10
gene:Solyc02g065257.1	0	0	0	0	0	0	0	0
gene:Solyc02g065253.1	2	0	0	3	6	2	3	0
gene:Solyc02g065250.2	0	6	10	2	8	10	4	2
gene:Solyc02g065240.3	814	760	503	1171	1045	823	105	54
gene:Solyc02g065230.3	48	40	8	192	176	106	2	4
gene:Solyc02g065220.4	90	52	44	262	205	238	0	0
gene:Solyc02g065210.4	2	12	2	4	0	0	0	0
gene:Solyc02g065190.3	0	6	4	1	0	0	0	0
gene:Solyc02g065180.3	427	475	622	501	442	323	905	757
gene:Solyc02g065170.3	8317	7989	8634	4310	3986	3881	202	550
gene:Solyc02g065160.2	920	912	1251	1414	428	232	99	35
gene:Solyc02g065150.2	0	0	0	0	0	4	4	4
gene:Solyc02g065140.1	0	0	0	0	0	0	0	0
gene:Solyc02g065118.1	10	23	15	17	11	10	22	10
gene:Solyc02g065116.1	112	133	162	114	132	116	80	123
gene:Solyc02g065114.1	0	0	0	0	0	0	0	0
gene:Solyc02g065112.1	0	0	0	0	0	0	0	0
gene:Solyc02g065110.3	1176	1304	1335	1004	923	822	812	1505
gene:Solyc02g065100.1	0	0	0	0	0	0	0	0
gene:Solyc02g065090.4	38	16	22	40	64	52	0	0
gene:Solyc02g065080.3	933	852	1126	794	673	661	967	1062
gene:Solyc02g065070.3	2153	2404	2225	2459	1984	1728	2785	2600
gene:Solyc02g065060.3	199	200	549	312	286	337	2	0
gene:Solyc02g065050.1	331	348	252	286	261	246	36	82
gene:Solyc02g065040.1	19	26	15	61	12	3	2	1
gene:Solyc02g065030.1	126	118	70	64	74	135	48	206
gene:Solyc02g065020.2	429	483	395	265	212	226	2	0
gene:Solyc02g065010.1	40	34	20	20	18	28	7	2
gene:Solyc02g065000.1	60	80	60	35	10	22	38	0
gene:Solyc02g064990.3	337	249	308	365	335	411	439	491
gene:Solyc02g064980.1	263	249	1307	74	294	314	360	111
gene:Solyc02g064970.4	2	0	0	0	0	0	30	14
gene:Solyc02g064960.3	2121	2251	1666	2069	1625	1619	3276	2184
gene:Solyc02g064950.3	1614	1590	2319	1205	1430	1841	1033	1505
gene:Solyc02g064945.1	56	42	76	48	30	43	0	0
gene:Solyc02g064940.1	1938	1580	1289	3535	2082	2168	20	270
gene:Solyc02g064930.1	0	0	1	0	0	0	0	0
gene:Solyc02g064920.1	0	0	0	0	0	0	0	0
gene:Solyc02g064910.3	0	0	0	0	0	0	0	0
gene:Solyc02g064900.3	2	0	0	0	0	0	0	0
gene:Solyc02g064890.1	0	0	0	0	0	0	0	0
gene:Solyc02g064880.1	0	0	0	0	0	0	0	0
gene:Solyc02g064870.1	0	0	0	0	0	0	0	0
gene:Solyc02g064860.3	0	0	0	0	0	0	0	0
gene:Solyc02g064850.2	0	0	0	0	0	0	0	0
gene:Solyc02g064840.1	0	0	0	0	0	0	0	0
gene:Solyc02g064830.4	212	152	444	16	280	136	28	98
gene:Solyc02g064810.1	10	2	29	12	4	13	55	12
gene:Solyc02g064800.3	2846	3047	3173	2404	2218	2694	2890	5602
gene:Solyc02g150125.1	0	0	0	0	0	0	0	0
gene:Solyc02g064790.1	0	0	0	0	0	0	0	0
gene:Solyc02g064780.1	0	0	0	0	0	0	0	0
gene:Solyc02g064775.1	2	0	0	0	0	0	0	0
gene:Solyc02g064770.4	1655	1446	2429	1807	1654	1783	156	142
gene:Solyc02g064760.3	2	8	16	2	18	25	22	0
gene:Solyc02g064750.4	1247	1220	1468	1184	1017	913	2060	1388
gene:Solyc02g064740.3	1133	1096	1357	942	724	921	3142	2895
gene:Solyc02g064730.3	5476	5837	6204	7206	6026	5871	20748	18787
gene:Solyc02g064720.3	419	423	377	558	485	434	4648	2591
gene:Solyc02g064710.3	154	180	104	117	164	151	352	400
gene:Solyc02g064700.3	3532	3986	4370	4387	3568	3567	4559	5505
gene:Solyc02g064690.3	24	26	40	10	32	16	94	180
gene:Solyc02g064680.4	32121	29898	46252	4700	24176	20649	5209	11171
gene:Solyc02g064670.1	6042	6907	5316	6608	7304	6859	7733	9742
gene:Solyc02g064660.1	14	11	6	0	7	3	0	0
gene:Solyc02g064650.3	1355	1381	1459	1432	1355	1550	1068	1787
gene:Solyc02g064640.4	1064	1084	1142	1121	1110	884	590	434
gene:Solyc02g064630.4	1016	1025	1145	1391	1085	1104	1978	1900
gene:Solyc02g064590.2	125	187	189	191	127	181	114	328
gene:Solyc02g064620.2	7	16	11	13	10	10	16	25
gene:Solyc02g064580.3	1222	1146	1171	1285	1308	1382	1870	2053
gene:Solyc02g064570.2	12	0	18	4	6	2	0	0
gene:Solyc02g064560.1	2	4	16	18	4	2	0	0
gene:Solyc02g063547.1	16	26	38	14	11	14	12	8
gene:Solyc02g063543.1	0	0	0	0	0	2	0	0
gene:Solyc02g063540.3	0	0	2	0	4	0	0	0
gene:Solyc02g063527.1	36	22	27	25	23	16	10	16
gene:Solyc02g063523.1	53	43	54	42	28	36	25	25
gene:Solyc02g063520.3	286	264	572	235	140	133	44	30
gene:Solyc02g063510.1	51	51	74	50	17	20	65	87
gene:Solyc02g063490.3	778	754	992	946	814	910	1466	1182
gene:Solyc02g063480.2	8	20	14	8	14	16	14	16
gene:Solyc02g063470.1	0	1	1	2	4	2	2	0
gene:Solyc02g063460.1	81	118	75	104	90	96	199	148
gene:Solyc02g063455.1	0	0	0	0	0	0	0	0
gene:Solyc02g063450.4	8790	9563	16812	12155	9977	12284	3350	13322
gene:Solyc02g063440.3	130	82	102	152	140	118	84	2
gene:Solyc02g063430.4	1199	1151	1292	1125	1015	1175	634	227
gene:Solyc02g063420.3	330	277	277	350	272	232	100	250
gene:Solyc02g063410.3	127	113	258	123	117	104	0	0
gene:Solyc02g063400.3	60	60	54	32	25	12	19	0
gene:Solyc02g063390.4	694	603	628	952	685	640	261	169
gene:Solyc02g063380.1	314	303	282	284	214	145	416	135
gene:Solyc02g063377.1	0	0	0	0	0	0	12	2
gene:Solyc02g063373.1	0	0	0	0	0	0	12	2
gene:Solyc02g063370.2	27	10	14	36	16	16	4	0
gene:Solyc02g063355.1	22	47	9	52	23	8	2	12
gene:Solyc02g063350.1	897	930	778	828	630	512	99	58
gene:Solyc02g063340.1	0	0	0	0	0	0	10	0
gene:Solyc02g063330.3	629	781	546	556	581	615	921	577
gene:Solyc02g063320.4	99	97	64	114	104	58	234	136
gene:Solyc02g063310.2	0	0	0	2	2	0	6	0
gene:Solyc02g063300.3	250	306	302	324	222	308	175	58
gene:Solyc02g063290.3	94	126	159	122	106	88	96	250
gene:Solyc02g063280.4	782	823	565	586	801	844	806	1375
gene:Solyc02g063270.4	1386	1282	2124	1442	1160	1341	1910	5175
gene:Solyc02g063260.4	173	173	133	161	210	108	2	18
gene:Solyc02g150124.1	66	93	168	56	98	108	89	145
gene:Solyc02g063250.3	4	12	52	6	2	2	343	61
gene:Solyc02g063240.4	665	799	669	802	732	784	1413	1436
gene:Solyc02g063230.1	226	157	128	218	162	80	31	1
gene:Solyc02g063220.3	686	679	955	690	615	566	1117	830
gene:Solyc02g063210.1	39	122	18	30	40	3	0	0
gene:Solyc02g063200.3	25	12	35	27	3	14	13	47
gene:Solyc02g063190.2	110	168	183	169	174	177	46	93
gene:Solyc02g063180.4	85	110	131	81	102	99	42	87
gene:Solyc02g063170.3	462	495	713	538	366	418	1903	337
gene:Solyc02g063160.4	713	736	815	795	793	877	563	456
gene:Solyc02g063150.3	37600	33325	34518	80054	57011	53054	1106	398
gene:Solyc02g063140.4	422	422	427	467	416	508	0	8
gene:Solyc02g063137.1	0	0	0	0	0	0	0	0
gene:Solyc02g063133.1	0	0	0	0	0	0	0	0
gene:Solyc02g063130.4	8602	9702	10505	9232	8041	7665	11490	11208
gene:Solyc02g063120.1	54	68	29	70	58	73	12	16
gene:Solyc02g063110.1	0	0	0	0	0	1	0	0
gene:Solyc02g063100.2	0	0	0	0	0	0	0	0
gene:Solyc02g063090.3	6096	6691	4810	6844	5915	5576	3786	5885
gene:Solyc02g063085.1	1346	1418	1084	1368	1217	1096	1450	1166
gene:Solyc02g063080.1	0	0	0	0	0	0	0	0
gene:Solyc02g063075.1	882	974	934	902	836	817	1540	1541
gene:Solyc02g063070.3	9793	11926	11561	13494	10871	10018	12786	12525
gene:Solyc02g063060.4	3077	4263	2895	3752	4694	4513	2618	5238
gene:Solyc02g063050.3	2507	2798	2654	2880	2598	2447	3873	5343
gene:Solyc02g063030.4	2294	2382	1540	2137	2057	2264	3436	1491
gene:Solyc02g063020.3	156	228	88	90	58	108	6	10
gene:Solyc02g063010.3	4757	4118	4054	3424	3472	4127	4324	3330
gene:Solyc02g063000.4	1518	1196	326	3044	1388	308	0	0
gene:Solyc02g062990.1	5	9	14	15	12	15	0	0
gene:Solyc02g062970.3	5188	5981	8130	7121	4748	4441	13162	12469
gene:Solyc02g150123.1	0	0	0	0	0	0	0	0
gene:Solyc02g062960.4	46	34	70	18	26	8	6372	875
gene:Solyc02g062957.1	0	0	0	0	0	0	0	0
gene:Solyc02g062953.1	0	0	0	0	0	0	0	0
gene:Solyc02g062950.3	983	876	1328	980	962	911	1346	1601
gene:Solyc02g062940.3	1749	2049	2075	1982	1545	1624	2410	2797
gene:Solyc02g062920.3	6528	7198	8011	6009	5083	5130	6973	9325
gene:Solyc02g062915.1	0	0	0	0	0	0	0	0
gene:Solyc02g062910.3	1173	1242	960	948	946	874	643	1099
gene:Solyc02g062890.3	0	0	4	0	0	0	20	0
gene:Solyc02g062880.1	0	0	0	0	0	0	0	0
gene:Solyc02g062870.3	0	0	0	0	0	0	0	4
gene:Solyc02g062860.3	0	0	0	8	0	0	12	10
gene:Solyc02g062850.3	0	0	0	0	0	0	0	0
gene:Solyc02g062840.1	0	0	0	0	0	0	0	0
gene:Solyc02g062830.2	0	0	0	0	0	0	0	0
gene:Solyc02g062817.1	3	5	0	1	6	18	0	0
gene:Solyc02g062815.1	0	0	0	0	0	0	0	0
gene:Solyc02g062813.1	0	0	0	0	0	0	0	0
gene:Solyc02g062810.4	2458	2723	2740	2351	2034	2021	2569	2514
gene:Solyc02g062800.2	559	614	1213	942	347	308	2072	2218
gene:Solyc02g062790.3	82	81	155	44	38	11	170	100
gene:Solyc02g062780.4	3456	4139	2480	3188	4161	3520	2022	4887
gene:Solyc02g062770.2	0	0	2	0	0	0	0	0
gene:Solyc02g062760.4	265	336	284	185	167	151	108	24
gene:Solyc02g062750.4	6	10	6	6	0	4	25	0
gene:Solyc02g062740.3	3335	3391	4064	3228	2733	2716	3357	4145
gene:Solyc02g062725.1	558	504	611	451	557	541	582	628
gene:Solyc02g062720.4	812	969	895	886	828	878	867	1002
gene:Solyc02g062710.1	12	16	10	7	14	20	193	233
gene:Solyc02g062700.3	2192	2676	1846	1411	2015	2120	1197	2822
gene:Solyc02g062690.3	730	724	906	1246	584	493	1024	514
gene:Solyc02g062680.3	490	541	416	587	645	693	789	642
gene:Solyc02g062670.3	585	630	645	639	550	581	578	675
gene:Solyc02g062660.2	6	0	3	17	10	7	1	0
gene:Solyc02g062650.3	35	25	35	124	155	156	6	10
gene:Solyc02g062640.4	1018	1232	1220	1346	1014	1026	2039	1645
gene:Solyc02g062630.1	111	151	167	198	107	72	41	168
gene:Solyc02g062620.3	5085	5736	5520	5082	4560	4259	7560	6010
gene:Solyc02g062615.1	0	0	0	0	0	0	0	0
gene:Solyc02g062610.3	1499	1372	1394	1130	906	790	725	446
gene:Solyc02g062600.3	2142	2399	2513	2738	2180	2259	1984	1527
gene:Solyc02g062590.3	2	0	68	0	6	0	958	10
gene:Solyc02g062580.3	212	264	316	172	155	124	378	384
